Adjusted for Inflation Flag,Format,Format (copy),Metric,Year,Year Date,Format Value # (Billion),Format Value # (Million),Number of Records,Value (Actual),Value (Actual) (copy),Year (copy)
,Other Tapes,Other Tapes,Units,1993,1993,,$0.00,1,0,$0M,1993
,Other Tapes,Other Tapes,Units,1994,1994,,$0.00,1,0,$0M,1994
,Other Tapes,Other Tapes,Units,1995,1995,,$0.00,1,0,$0M,1995
,Other Tapes,Other Tapes,Units,1996,1996,,$0.00,1,0,$0M,1996
,Other Tapes,Other Tapes,Units,1997,1997,,$0.00,1,0,$0M,1997
,Other Tapes,Other Tapes,Units,1998,1998,,$0.00,1,0,$0M,1998
,Other Tapes,Other Tapes,Units,1999,1999,,$0.00,1,0,$0M,1999
,Other Tapes,Other Tapes,Units,2000,2000,,$0.00,1,0,$0M,2000
,Other Tapes,Other Tapes,Units,2001,2001,,$0.00,1,0,$0M,2001
,Other Tapes,Other Tapes,Units,2002,2002,,$0.00,1,0,$0M,2002
,Other Tapes,Other Tapes,Units,2003,2003,,$0.00,1,0,$0M,2003
,Other Tapes,Other Tapes,Units,2004,2004,,$0.00,1,0,$0M,2004
,Other Tapes,Other Tapes,Units,2005,2005,,$0.00,1,0,$0M,2005
,Other Tapes,Other Tapes,Units,2006,2006,,$0.00,1,0,$0M,2006
,Other Tapes,Other Tapes,Units,2007,2007,,$0.00,1,0,$0M,2007
,Other Tapes,Other Tapes,Units,2008,2008,,$0.00,1,0,$0M,2008
,Other Tapes,Other Tapes,Units,2009,2009,,$0.00,1,0,$0M,2009
,Other Tapes,Other Tapes,Units,2010,2010,,$0.00,1,0,$0M,2010
,Other Tapes,Other Tapes,Units,2011,2011,,$0.00,1,0,$0M,2011
,Other Tapes,Other Tapes,Units,2012,2012,,,1,,,2012
,Other Tapes,Other Tapes,Units,2013,2013,,,1,,,2013
,Other Tapes,Other Tapes,Units,2014,2014,,,1,,,2014
,Other Tapes,Other Tapes,Units,2015,2015,,,1,,,2015
,Other Tapes,Other Tapes,Units,2016,2016,,,1,,,2016
,Other Tapes,Other Tapes,Units,2017,2017,,,1,,,2017
,Other Tapes,Other Tapes,Units,2018,2018,,,1,,,2018
,Other Tapes,Other Tapes,Units,2019,2019,,,1,,,2019
,Music Video (Physical),Music Video (Physical),Units,1973,1973,,,1,,,1973
,Music Video (Physical),Music Video (Physical),Units,1974,1974,,,1,,,1974
,Music Video (Physical),Music Video (Physical),Units,1975,1975,,,1,,,1975
,Music Video (Physical),Music Video (Physical),Units,1976,1976,,,1,,,1976
,Music Video (Physical),Music Video (Physical),Units,1977,1977,,,1,,,1977
,Music Video (Physical),Music Video (Physical),Units,1978,1978,,,1,,,1978
,Music Video (Physical),Music Video (Physical),Units,1979,1979,,,1,,,1979
,Music Video (Physical),Music Video (Physical),Units,1980,1980,,,1,,,1980
,Music Video (Physical),Music Video (Physical),Units,1981,1981,,,1,,,1981
,Music Video (Physical),Music Video (Physical),Units,1982,1982,,,1,,,1982
,Music Video (Physical),Music Video (Physical),Units,1983,1983,,,1,,,1983
,Music Video (Physical),Music Video (Physical),Units,1984,1984,,,1,,,1984
,Music Video (Physical),Music Video (Physical),Units,1985,1985,,,1,,,1985
,Music Video (Physical),Music Video (Physical),Units,1986,1986,,,1,,,1986
,Music Video (Physical),Music Video (Physical),Units,1987,1987,,,1,,,1987
,Music Video (Physical),Music Video (Physical),Units,1988,1988,,,1,,,1988
,Music Video (Physical),Music Video (Physical),Units,1989,1989,,$6.1M,1,6.1,$6M,1989
,Music Video (Physical),Music Video (Physical),Units,1990,1990,,$9.2M,1,9.2,$9M,1990
,Music Video (Physical),Music Video (Physical),Units,1991,1991,,$6.1M,1,6.1,$6M,1991
,Music Video (Physical),Music Video (Physical),Units,1992,1992,,$7.6M,1,7.6,$8M,1992
,Music Video (Physical),Music Video (Physical),Units,1993,1993,,$11.0M,1,11,$11M,1993
,Music Video (Physical),Music Video (Physical),Units,1994,1994,,$11.2M,1,11.2,$11M,1994
,Music Video (Physical),Music Video (Physical),Units,1995,1995,,$12.6M,1,12.6,$13M,1995
,Music Video (Physical),Music Video (Physical),Units,1996,1996,,$16.9M,1,16.9,$17M,1996
,Music Video (Physical),Music Video (Physical),Units,1997,1997,,$18.6M,1,18.6,$19M,1997
,Music Video (Physical),Music Video (Physical),Units,1998,1998,,$27.2M,1,27.2,$27M,1998
,Music Video (Physical),Music Video (Physical),Units,1999,1999,,$19.8M,1,19.8,$20M,1999
,Music Video (Physical),Music Video (Physical),Units,2000,2000,,$18.2M,1,18.2,$18M,2000
,Music Video (Physical),Music Video (Physical),Units,2001,2001,,$17.7M,1,17.7,$18M,2001
,Music Video (Physical),Music Video (Physical),Units,2002,2002,,$14.7M,1,14.7,$15M,2002
,Music Video (Physical),Music Video (Physical),Units,2003,2003,,$19.9M,1,19.9,$20M,2003
,Music Video (Physical),Music Video (Physical),Units,2004,2004,,$32.8M,1,32.8,$33M,2004
,Music Video (Physical),Music Video (Physical),Units,2005,2005,,$33.8M,1,33.8,$34M,2005
,Music Video (Physical),Music Video (Physical),Units,2006,2006,,$23.2M,1,23.2,$23M,2006
,Music Video (Physical),Music Video (Physical),Units,2007,2007,,$27.5M,1,27.5,$28M,2007
,Music Video (Physical),Music Video (Physical),Units,2008,2008,,$13.2M,1,13.2,$13M,2008
,Music Video (Physical),Music Video (Physical),Units,2009,2009,,$11.6M,1,11.6,$12M,2009
,Music Video (Physical),Music Video (Physical),Units,2010,2010,,$9.1M,1,9.1,$9M,2010
,Music Video (Physical),Music Video (Physical),Units,2011,2011,,$7.7M,1,7.7,$8M,2011
,Music Video (Physical),Music Video (Physical),Units,2012,2012,,$6.0M,1,6.032725467,$6M,2012
,Music Video (Physical),Music Video (Physical),Units,2013,2013,,$4.8M,1,4.814626524,$5M,2013
,Music Video (Physical),Music Video (Physical),Units,2014,2014,,$4.1M,1,4.065323601,$4M,2014
,Music Video (Physical),Music Video (Physical),Units,2015,2015,,$3.1M,1,3.133228006,$3M,2015
,Music Video (Physical),Music Video (Physical),Units,2016,2016,,$2.5M,1,2.495531725,$2M,2016
,Music Video (Physical),Music Video (Physical),Units,2017,2017,,$1.9M,1,1.87712837,$2M,2017
,Music Video (Physical),Music Video (Physical),Units,2018,2018,,$1.4M,1,1.395058021,$1M,2018
,Music Video (Physical),Music Video (Physical),Units,2019,2019,,$1.3M,1,1.32294236,$1M,2019
,DVD Audio,DVD Audio,Units,1973,1973,,,1,,,1973
,DVD Audio,DVD Audio,Units,1974,1974,,,1,,,1974
,DVD Audio,DVD Audio,Units,1975,1975,,,1,,,1975
,DVD Audio,DVD Audio,Units,1976,1976,,,1,,,1976
,DVD Audio,DVD Audio,Units,1977,1977,,,1,,,1977
,DVD Audio,DVD Audio,Units,1978,1978,,,1,,,1978
,DVD Audio,DVD Audio,Units,1979,1979,,,1,,,1979
,DVD Audio,DVD Audio,Units,1980,1980,,,1,,,1980
,DVD Audio,DVD Audio,Units,1981,1981,,,1,,,1981
,DVD Audio,DVD Audio,Units,1982,1982,,,1,,,1982
,DVD Audio,DVD Audio,Units,1983,1983,,,1,,,1983
,DVD Audio,DVD Audio,Units,1984,1984,,,1,,,1984
,DVD Audio,DVD Audio,Units,1985,1985,,,1,,,1985
,DVD Audio,DVD Audio,Units,1986,1986,,,1,,,1986
,DVD Audio,DVD Audio,Units,1987,1987,,,1,,,1987
,DVD Audio,DVD Audio,Units,1988,1988,,,1,,,1988
,DVD Audio,DVD Audio,Units,1989,1989,,,1,,,1989
,DVD Audio,DVD Audio,Units,1990,1990,,,1,,,1990
,DVD Audio,DVD Audio,Units,1991,1991,,,1,,,1991
,DVD Audio,DVD Audio,Units,1992,1992,,,1,,,1992
,DVD Audio,DVD Audio,Units,1993,1993,,,1,,,1993
,DVD Audio,DVD Audio,Units,1994,1994,,,1,,,1994
,DVD Audio,DVD Audio,Units,1995,1995,,,1,,,1995
,DVD Audio,DVD Audio,Units,1996,1996,,,1,,,1996
,DVD Audio,DVD Audio,Units,1997,1997,,,1,,,1997
,DVD Audio,DVD Audio,Units,1998,1998,,,1,,,1998
,DVD Audio,DVD Audio,Units,1999,1999,,,1,,,1999
,DVD Audio,DVD Audio,Units,2000,2000,,,1,,,2000
,DVD Audio,DVD Audio,Units,2001,2001,,$0.3M,1,0.263,$0M,2001
,DVD Audio,DVD Audio,Units,2002,2002,,$0.4M,1,0.43,$0M,2002
,DVD Audio,DVD Audio,Units,2003,2003,,$0.4M,1,0.4,$0M,2003
,DVD Audio,DVD Audio,Units,2004,2004,,$0.3M,1,0.3,$0M,2004
,DVD Audio,DVD Audio,Units,2005,2005,,$0.5M,1,0.5,$1M,2005
,DVD Audio,DVD Audio,Units,2006,2006,,$0.1M,1,0.1,$0M,2006
,DVD Audio,DVD Audio,Units,2007,2007,,$0.2M,1,0.2,$0M,2007
,DVD Audio,DVD Audio,Units,2008,2008,,$0.00,1,0.04,$0M,2008
,DVD Audio,DVD Audio,Units,2009,2009,,$0.1M,1,0.1,$0M,2009
,DVD Audio,DVD Audio,Units,2010,2010,,$0.00,1,0.04,$0M,2010
,DVD Audio,DVD Audio,Units,2011,2011,,$0.00,1,0.01,$0M,2011
,DVD Audio,DVD Audio,Units,2012,2012,,$0.00,1,0.008533145,$0M,2012
,DVD Audio,DVD Audio,Units,2013,2013,,-$0.1M,1,-0.054735168,$0M,2013
,DVD Audio,DVD Audio,Units,2014,2014,,$0.1M,1,0.066542722,$0M,2014
,DVD Audio,DVD Audio,Units,2015,2015,,$0.2M,1,0.179506738,$0M,2015
,DVD Audio,DVD Audio,Units,2016,2016,,$0.1M,1,0.085898932,$0M,2016
,DVD Audio,DVD Audio,Units,2017,2017,,$0.1M,1,0.061332251,$0M,2017
,DVD Audio,DVD Audio,Units,2018,2018,,$0.1M,1,0.092803246,$0M,2018
,DVD Audio,DVD Audio,Units,2019,2019,,$0.00,1,0.027982262,$0M,2019
,SACD,SACD,Units,1973,1973,,,1,,,1973
,SACD,SACD,Units,1974,1974,,,1,,,1974
,SACD,SACD,Units,1975,1975,,,1,,,1975
,SACD,SACD,Units,1976,1976,,,1,,,1976
,SACD,SACD,Units,1977,1977,,,1,,,1977
,SACD,SACD,Units,1978,1978,,,1,,,1978
,SACD,SACD,Units,1979,1979,,,1,,,1979
,SACD,SACD,Units,1980,1980,,,1,,,1980
,SACD,SACD,Units,1981,1981,,,1,,,1981
,SACD,SACD,Units,1982,1982,,,1,,,1982
,SACD,SACD,Units,1983,1983,,,1,,,1983
,SACD,SACD,Units,1984,1984,,,1,,,1984
,SACD,SACD,Units,1985,1985,,,1,,,1985
,SACD,SACD,Units,1986,1986,,,1,,,1986
,SACD,SACD,Units,1987,1987,,,1,,,1987
,SACD,SACD,Units,1988,1988,,,1,,,1988
,SACD,SACD,Units,1989,1989,,,1,,,1989
,SACD,SACD,Units,1990,1990,,,1,,,1990
,SACD,SACD,Units,1991,1991,,,1,,,1991
,SACD,SACD,Units,1992,1992,,,1,,,1992
,SACD,SACD,Units,1993,1993,,,1,,,1993
,SACD,SACD,Units,1994,1994,,,1,,,1994
,SACD,SACD,Units,1995,1995,,,1,,,1995
,SACD,SACD,Units,1996,1996,,,1,,,1996
,SACD,SACD,Units,1997,1997,,,1,,,1997
,SACD,SACD,Units,1998,1998,,,1,,,1998
,SACD,SACD,Units,1999,1999,,,1,,,1999
,SACD,SACD,Units,2000,2000,,,1,,,2000
,SACD,SACD,Units,2001,2001,,,1,,,2001
,SACD,SACD,Units,2002,2002,,,1,,,2002
,SACD,SACD,Units,2003,2003,,$1.3M,1,1.3,$1M,2003
,SACD,SACD,Units,2004,2004,,$0.8M,1,0.8,$1M,2004
,SACD,SACD,Units,2005,2005,,$0.5M,1,0.5,$1M,2005
,SACD,SACD,Units,2006,2006,,$0.3M,1,0.3,$0M,2006
,SACD,SACD,Units,2007,2007,,$0.2M,1,0.2,$0M,2007
,SACD,SACD,Units,2008,2008,,$0.1M,1,0.1,$0M,2008
,SACD,SACD,Units,2009,2009,,$0.1M,1,0.1,$0M,2009
,SACD,SACD,Units,2010,2010,,$0.1M,1,0.1,$0M,2010
,SACD,SACD,Units,2011,2011,,$0.1M,1,0.1,$0M,2011
,SACD,SACD,Units,2012,2012,,$0.1M,1,0.065446,$0M,2012
,SACD,SACD,Units,2013,2013,,$0.00,1,0.044683,$0M,2013
,SACD,SACD,Units,2014,2014,,$0.00,1,0.030486,$0M,2014
,SACD,SACD,Units,2015,2015,,$0.00,1,0.041633,$0M,2015
,SACD,SACD,Units,2016,2016,,$0.00,1,0.045272,$0M,2016
,SACD,SACD,Units,2017,2017,,$0.00,1,0.032749,$0M,2017
,SACD,SACD,Units,2018,2018,,$0.00,1,0.032804,$0M,2018
,SACD,SACD,Units,2019,2019,,$0.00,1,0.017654,$0M,2019
,Download Single,Download Single,Units,1973,1973,,,1,,,1973
,Download Single,Download Single,Units,1974,1974,,,1,,,1974
,Download Single,Download Single,Units,1975,1975,,,1,,,1975
,Download Single,Download Single,Units,1976,1976,,,1,,,1976
,Download Single,Download Single,Units,1977,1977,,,1,,,1977
,Download Single,Download Single,Units,1978,1978,,,1,,,1978
,Download Single,Download Single,Units,1979,1979,,,1,,,1979
,Download Single,Download Single,Units,1980,1980,,,1,,,1980
,Download Single,Download Single,Units,1981,1981,,,1,,,1981
,Download Single,Download Single,Units,1982,1982,,,1,,,1982
,Download Single,Download Single,Units,1983,1983,,,1,,,1983
,Download Single,Download Single,Units,1984,1984,,,1,,,1984
,Download Single,Download Single,Units,1985,1985,,,1,,,1985
,Download Single,Download Single,Units,1986,1986,,,1,,,1986
,Download Single,Download Single,Units,1987,1987,,,1,,,1987
,Download Single,Download Single,Units,1988,1988,,,1,,,1988
,Download Single,Download Single,Units,1989,1989,,,1,,,1989
,Download Single,Download Single,Units,1990,1990,,,1,,,1990
,Download Single,Download Single,Units,1991,1991,,,1,,,1991
,Download Single,Download Single,Units,1992,1992,,,1,,,1992
,Download Single,Download Single,Units,1993,1993,,,1,,,1993
,Download Single,Download Single,Units,1994,1994,,,1,,,1994
,Download Single,Download Single,Units,1995,1995,,,1,,,1995
,Download Single,Download Single,Units,1996,1996,,,1,,,1996
,Download Single,Download Single,Units,1997,1997,,,1,,,1997
,Download Single,Download Single,Units,1998,1998,,,1,,,1998
,Download Single,Download Single,Units,1999,1999,,,1,,,1999
,Download Single,Download Single,Units,2000,2000,,,1,,,2000
,Download Single,Download Single,Units,2001,2001,,,1,,,2001
,Download Single,Download Single,Units,2002,2002,,,1,,,2002
,Download Single,Download Single,Units,2003,2003,,,1,,,2003
,Download Single,Download Single,Units,2004,2004,,$139.4M,1,139.4,$139M,2004
,Download Single,Download Single,Units,2005,2005,,$366.9M,1,366.9,$367M,2005
,Download Single,Download Single,Units,2006,2006,,$586.4M,1,586.4,$586M,2006
,Download Single,Download Single,Units,2007,2007,,$819.4M,1,819.4,$819M,2007
,Download Single,Download Single,Units,2008,2008,$1.0B,,1,1042.7,"$1,043M",2008
,Download Single,Download Single,Units,2009,2009,$1.1B,,1,1124.4,"$1,124M",2009
,Download Single,Download Single,Units,2010,2010,$1.2B,,1,1177.4,"$1,177M",2010
,Download Single,Download Single,Units,2011,2011,$1.3B,,1,1332.3,"$1,332M",2011
,Download Single,Download Single,Units,2012,2012,$1.4B,,1,1402.739373351,"$1,403M",2012
,Download Single,Download Single,Units,2013,2013,$1.3B,,1,1332.795365733,"$1,333M",2013
,Download Single,Download Single,Units,2014,2014,$1.2B,,1,1154.37932687,"$1,154M",2014
,Download Single,Download Single,Units,2015,2015,,$986.3M,1,986.2550359,$986M,2015
,Download Single,Download Single,Units,2016,2016,,$743.0M,1,743.003413783,$743M,2016
,Download Single,Download Single,Units,2017,2017,,$553.5M,1,553.516151775,$554M,2017
,Download Single,Download Single,Units,2018,2018,,$399.8M,1,399.773852346,$400M,2018
,Download Single,Download Single,Units,2019,2019,,$335.3M,1,335.339193535,$335M,2019
,Download Album,Download Album,Units,1973,1973,,,1,,,1973
,Download Album,Download Album,Units,1974,1974,,,1,,,1974
,Download Album,Download Album,Units,1975,1975,,,1,,,1975
,Download Album,Download Album,Units,1976,1976,,,1,,,1976
,Download Album,Download Album,Units,1977,1977,,,1,,,1977
,Download Album,Download Album,Units,1978,1978,,,1,,,1978
,Download Album,Download Album,Units,1979,1979,,,1,,,1979
,Download Album,Download Album,Units,1980,1980,,,1,,,1980
,Download Album,Download Album,Units,1981,1981,,,1,,,1981
,Download Album,Download Album,Units,1982,1982,,,1,,,1982
,Download Album,Download Album,Units,1983,1983,,,1,,,1983
,Download Album,Download Album,Units,1984,1984,,,1,,,1984
,Download Album,Download Album,Units,1985,1985,,,1,,,1985
,Download Album,Download Album,Units,1986,1986,,,1,,,1986
,Download Album,Download Album,Units,1987,1987,,,1,,,1987
,Download Album,Download Album,Units,1988,1988,,,1,,,1988
,Download Album,Download Album,Units,1989,1989,,,1,,,1989
,Download Album,Download Album,Units,1990,1990,,,1,,,1990
,Download Album,Download Album,Units,1991,1991,,,1,,,1991
,Download Album,Download Album,Units,1992,1992,,,1,,,1992
,Download Album,Download Album,Units,1993,1993,,,1,,,1993
,Download Album,Download Album,Units,1994,1994,,,1,,,1994
,Download Album,Download Album,Units,1995,1995,,,1,,,1995
,Download Album,Download Album,Units,1996,1996,,,1,,,1996
,Download Album,Download Album,Units,1997,1997,,,1,,,1997
,Download Album,Download Album,Units,1998,1998,,,1,,,1998
,Download Album,Download Album,Units,1999,1999,,,1,,,1999
,Download Album,Download Album,Units,2000,2000,,,1,,,2000
,Download Album,Download Album,Units,2001,2001,,,1,,,2001
,Download Album,Download Album,Units,2002,2002,,,1,,,2002
,Download Album,Download Album,Units,2003,2003,,,1,,,2003
,Download Album,Download Album,Units,2004,2004,,$4.6M,1,4.6,$5M,2004
,Download Album,Download Album,Units,2005,2005,,$13.6M,1,13.6,$14M,2005
,Download Album,Download Album,Units,2006,2006,,$27.6M,1,27.6,$28M,2006
,Download Album,Download Album,Units,2007,2007,,$49.8M,1,49.8,$50M,2007
,Download Album,Download Album,Units,2008,2008,,$63.6M,1,63.6,$64M,2008
,Download Album,Download Album,Units,2009,2009,,$74.5M,1,74.5,$75M,2009
,Download Album,Download Album,Units,2010,2010,,$85.8M,1,85.8,$86M,2010
,Download Album,Download Album,Units,2011,2011,,$103.9M,1,103.9,$104M,2011
,Download Album,Download Album,Units,2012,2012,,$116.7M,1,116.733631841,$117M,2012
,Download Album,Download Album,Units,2013,2013,,$118.0M,1,117.979213042,$118M,2013
,Download Album,Download Album,Units,2014,2014,,$114.2M,1,114.230470801,$114M,2014
,Download Album,Download Album,Units,2015,2015,,$106.8M,1,106.783884116,$107M,2015
,Download Album,Download Album,Units,2016,2016,,$85.1M,1,85.123349893,$85M,2016
,Download Album,Download Album,Units,2017,2017,,$66.4M,1,66.386103763,$66M,2017
,Download Album,Download Album,Units,2018,2018,,$49.7M,1,49.734924535,$50M,2018
,Download Album,Download Album,Units,2019,2019,,$40.2M,1,40.202712338,$40M,2019
,Kiosk,Kiosk,Units,1973,1973,,,1,,,1973
,Kiosk,Kiosk,Units,1974,1974,,,1,,,1974
,Kiosk,Kiosk,Units,1975,1975,,,1,,,1975
,Kiosk,Kiosk,Units,1976,1976,,,1,,,1976
,Kiosk,Kiosk,Units,1977,1977,,,1,,,1977
,Kiosk,Kiosk,Units,1978,1978,,,1,,,1978
,Kiosk,Kiosk,Units,1979,1979,,,1,,,1979
,Kiosk,Kiosk,Units,1980,1980,,,1,,,1980
,Kiosk,Kiosk,Units,1981,1981,,,1,,,1981
,Kiosk,Kiosk,Units,1982,1982,,,1,,,1982
,Kiosk,Kiosk,Units,1983,1983,,,1,,,1983
,Kiosk,Kiosk,Units,1984,1984,,,1,,,1984
,Kiosk,Kiosk,Units,1985,1985,,,1,,,1985
,Kiosk,Kiosk,Units,1986,1986,,,1,,,1986
,Kiosk,Kiosk,Units,1987,1987,,,1,,,1987
,Kiosk,Kiosk,Units,1988,1988,,,1,,,1988
,Kiosk,Kiosk,Units,1989,1989,,,1,,,1989
,Kiosk,Kiosk,Units,1990,1990,,,1,,,1990
,Kiosk,Kiosk,Units,1991,1991,,,1,,,1991
,Kiosk,Kiosk,Units,1992,1992,,,1,,,1992
,Kiosk,Kiosk,Units,1993,1993,,,1,,,1993
,Kiosk,Kiosk,Units,1994,1994,,,1,,,1994
,Kiosk,Kiosk,Units,1995,1995,,,1,,,1995
,Kiosk,Kiosk,Units,1996,1996,,,1,,,1996
,Kiosk,Kiosk,Units,1997,1997,,,1,,,1997
,Kiosk,Kiosk,Units,1998,1998,,,1,,,1998
,Kiosk,Kiosk,Units,1999,1999,,,1,,,1999
,Kiosk,Kiosk,Units,2000,2000,,,1,,,2000
,Kiosk,Kiosk,Units,2001,2001,,,1,,,2001
,Kiosk,Kiosk,Units,2002,2002,,,1,,,2002
,Kiosk,Kiosk,Units,2003,2003,,,1,,,2003
,Kiosk,Kiosk,Units,2004,2004,,,1,,,2004
,Kiosk,Kiosk,Units,2005,2005,,$0.7M,1,0.7,$1M,2005
,Kiosk,Kiosk,Units,2006,2006,,$1.4M,1,1.4,$1M,2006
,Kiosk,Kiosk,Units,2007,2007,,$1.8M,1,1.8,$2M,2007
,Kiosk,Kiosk,Units,2008,2008,,$1.6M,1,1.6,$2M,2008
,Kiosk,Kiosk,Units,2009,2009,,$1.7M,1,1.7,$2M,2009
,Kiosk,Kiosk,Units,2010,2010,,$1.7M,1,1.7,$2M,2010
,Kiosk,Kiosk,Units,2011,2011,,$1.3M,1,1.3,$1M,2011
,Kiosk,Kiosk,Units,2012,2012,,$2.0M,1,1.95507,$2M,2012
,Kiosk,Kiosk,Units,2013,2013,,$3.7M,1,3.7442,$4M,2013
,Kiosk,Kiosk,Units,2014,2014,,$1.6M,1,1.592073358,$2M,2014
,Kiosk,Kiosk,Units,2015,2015,,$2.2M,1,2.202659889,$2M,2015
,Kiosk,Kiosk,Units,2016,2016,,$1.7M,1,1.74878121,$2M,2016
,Kiosk,Kiosk,Units,2017,2017,,$1.3M,1,1.322377717,$1M,2017
,Kiosk,Kiosk,Units,2018,2018,,$1.1M,1,1.097856529,$1M,2018
,Kiosk,Kiosk,Units,2019,2019,,$0.9M,1,0.899703865,$1M,2019
,Download Music Video,Download Music Video,Units,1973,1973,,,1,,,1973
,Download Music Video,Download Music Video,Units,1974,1974,,,1,,,1974
,Download Music Video,Download Music Video,Units,1975,1975,,,1,,,1975
,Download Music Video,Download Music Video,Units,1976,1976,,,1,,,1976
,Download Music Video,Download Music Video,Units,1977,1977,,,1,,,1977
,Download Music Video,Download Music Video,Units,1978,1978,,,1,,,1978
,Download Music Video,Download Music Video,Units,1979,1979,,,1,,,1979
,Download Music Video,Download Music Video,Units,1980,1980,,,1,,,1980
,Download Music Video,Download Music Video,Units,1981,1981,,,1,,,1981
,Download Music Video,Download Music Video,Units,1982,1982,,,1,,,1982
,Download Music Video,Download Music Video,Units,1983,1983,,,1,,,1983
,Download Music Video,Download Music Video,Units,1984,1984,,,1,,,1984
,Download Music Video,Download Music Video,Units,1985,1985,,,1,,,1985
,Download Music Video,Download Music Video,Units,1986,1986,,,1,,,1986
,Download Music Video,Download Music Video,Units,1987,1987,,,1,,,1987
,Download Music Video,Download Music Video,Units,1988,1988,,,1,,,1988
,Download Music Video,Download Music Video,Units,1989,1989,,,1,,,1989
,Download Music Video,Download Music Video,Units,1990,1990,,,1,,,1990
,Download Music Video,Download Music Video,Units,1991,1991,,,1,,,1991
,Download Music Video,Download Music Video,Units,1992,1992,,,1,,,1992
,Download Music Video,Download Music Video,Units,1993,1993,,,1,,,1993
,Download Music Video,Download Music Video,Units,1994,1994,,,1,,,1994
,Download Music Video,Download Music Video,Units,1995,1995,,,1,,,1995
,Download Music Video,Download Music Video,Units,1996,1996,,,1,,,1996
,Download Music Video,Download Music Video,Units,1997,1997,,,1,,,1997
,Download Music Video,Download Music Video,Units,1998,1998,,,1,,,1998
,Download Music Video,Download Music Video,Units,1999,1999,,,1,,,1999
,Download Music Video,Download Music Video,Units,2000,2000,,,1,,,2000
,Download Music Video,Download Music Video,Units,2001,2001,,,1,,,2001
,Download Music Video,Download Music Video,Units,2002,2002,,,1,,,2002
,Download Music Video,Download Music Video,Units,2003,2003,,,1,,,2003
,Download Music Video,Download Music Video,Units,2004,2004,,,1,,,2004
,Download Music Video,Download Music Video,Units,2005,2005,,$1.9M,1,1.9,$2M,2005
,Download Music Video,Download Music Video,Units,2006,2006,,$9.9M,1,9.9,$10M,2006
,Download Music Video,Download Music Video,Units,2007,2007,,$14.2M,1,14.2,$14M,2007
,Download Music Video,Download Music Video,Units,2008,2008,,$20.8M,1,20.8,$21M,2008
,Download Music Video,Download Music Video,Units,2009,2009,,$20.5M,1,20.5,$21M,2009
,Download Music Video,Download Music Video,Units,2010,2010,,$18.4M,1,18.4,$18M,2010
,Download Music Video,Download Music Video,Units,2011,2011,,$16.3M,1,16.3,$16M,2011
,Download Music Video,Download Music Video,Units,2012,2012,,$10.5M,1,10.473489,$10M,2012
,Download Music Video,Download Music Video,Units,2013,2013,,$8.4M,1,8.412464,$8M,2013
,Download Music Video,Download Music Video,Units,2014,2014,,$6.8M,1,6.82264392,$7M,2014
,Download Music Video,Download Music Video,Units,2015,2015,,$3.2M,1,3.223325002,$3M,2015
,Download Music Video,Download Music Video,Units,2016,2016,,$2.1M,1,2.145427196,$2M,2016
,Download Music Video,Download Music Video,Units,2017,2017,,$1.4M,1,1.399889693,$1M,2017
,Download Music Video,Download Music Video,Units,2018,2018,,$1.1M,1,1.115985226,$1M,2018
,Download Music Video,Download Music Video,Units,2019,2019,,$0.9M,1,0.93412583,$1M,2019
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1973,1973,,,1,,,1973
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1974,1974,,,1,,,1974
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1975,1975,,,1,,,1975
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1976,1976,,,1,,,1976
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1977,1977,,,1,,,1977
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1978,1978,,,1,,,1978
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1979,1979,,,1,,,1979
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1980,1980,,,1,,,1980
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1981,1981,,,1,,,1981
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1982,1982,,,1,,,1982
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1983,1983,,,1,,,1983
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1984,1984,,,1,,,1984
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1985,1985,,,1,,,1985
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1986,1986,,,1,,,1986
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1987,1987,,,1,,,1987
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1988,1988,,,1,,,1988
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1989,1989,,,1,,,1989
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1990,1990,,,1,,,1990
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1991,1991,,,1,,,1991
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1992,1992,,,1,,,1992
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1993,1993,,,1,,,1993
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1994,1994,,,1,,,1994
,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1995,1995,,,1,,,1995
