Adjusted for Inflation Flag,Adjusted for Inflation Notes,Adjusted for Inflation Title,Format,Metric,Year,Year Date,Format Value # (Billion),Format Value # (Million),Number of Records,Value (Actual),Value (For Charting),Year (copy)
,,,Kiosk,Value,1990,1990,,,1,,,1990
,,,Kiosk,Value,1991,1991,,,1,,,1991
,,,Kiosk,Value,1992,1992,,,1,,,1992
,,,Kiosk,Value,1993,1993,,,1,,,1993
,,,Kiosk,Value,1994,1994,,,1,,,1994
,,,Kiosk,Value,1995,1995,,,1,,,1995
,,,Kiosk,Value,1996,1996,,,1,,,1996
,,,Kiosk,Value,1997,1997,,,1,,,1997
,,,Kiosk,Value,1998,1998,,,1,,,1998
,,,Kiosk,Value,1999,1999,,,1,,,1999
,,,Kiosk,Value,2000,2000,,,1,,,2000
,,,Kiosk,Value,2001,2001,,,1,,,2001
,,,Kiosk,Value,2002,2002,,,1,,,2002
,,,Kiosk,Value,2003,2003,,,1,,,2003
,,,Kiosk,Value,2004,2004,,,1,,,2004
,,,Kiosk,Value,2005,2005,,$1.0M,1,1,1,2005
,,,Kiosk,Value,2006,2006,,$1.9M,1,1.9,1.9,2006
,,,Kiosk,Value,2007,2007,,$2.6M,1,2.6,2.6,2007
,,,Kiosk,Value,2008,2008,,$2.6M,1,2.6,2.6,2008
,,,Kiosk,Value,2009,2009,,$6.3M,1,6.3,6.3,2009
,,,Kiosk,Value,2010,2010,,$6.4M,1,6.4,6.4,2010
,,,Kiosk,Value,2011,2011,,$2.7M,1,2.7,2.7,2011
,,,Kiosk,Value,2012,2012,,$3.7M,1,3.654065,3.654065,2012
,,,Kiosk,Value,2013,2013,,$6.2M,1,6.183604,6.183604,2013
,,,Kiosk,Value,2014,2014,,$2.6M,1,2.582636,2.582636,2014
,,,Kiosk,Value,2015,2015,,$3.7M,1,3.700455,3.700455,2015
,,,Kiosk,Value,2016,2016,,$2.9M,1,2.943916801,2.943916801,2016
,,,Kiosk,Value,2017,2017,,$2.3M,1,2.25474315,2.25474315,2017
,,,Kiosk,Value,2018,2018,,$2.0M,1,1.965045799,1.965045799,2018
,,,Kiosk,Value,2019,2019,,$1.6M,1,1.586470587,1.586470587,2019
,,,LP/EP,Value,1973,1973,$1.2B,,1,1246,1246,1973
,,,LP/EP,Value,1974,1974,$1.4B,,1,1356,1356,1974
,,,LP/EP,Value,1975,1975,$1.5B,,1,1485,1485,1975
,,,LP/EP,Value,1976,1976,$1.7B,,1,1663,1663,1976
,,,LP/EP,Value,1977,1977,$2.2B,,1,2195.1,2195.1,1977
,,,LP/EP,Value,1978,1978,$2.5B,,1,2473.3,2473.3,1978
,,,LP/EP,Value,1979,1979,$2.1B,,1,2057,2057,1979
,,,LP/EP,Value,1980,1980,$2.2B,,1,2200,2200,1980
,,,LP/EP,Value,1981,1981,$2.3B,,1,2341.7,2341.7,1981
,,,LP/EP,Value,1982,1982,$1.9B,,1,1925.1,1925.1,1982
,,,LP/EP,Value,1983,1983,$1.7B,,1,1689,1689,1983
,,,LP/EP,Value,1984,1984,$1.5B,,1,1548.8,1548.8,1984
,,,LP/EP,Value,1985,1985,$1.3B,,1,1280.5,1280.5,1985
,,,LP/EP,Value,1986,1986,,$983.0M,1,983,983,1986
,,,LP/EP,Value,1987,1987,,$793.1M,1,793.1,793.1,1987
,,,LP/EP,Value,1988,1988,,$532.2M,1,532.2,532.2,1988
,,,LP/EP,Value,1989,1989,,$220.3M,1,220.3,220.3,1989
,,,LP/EP,Value,1990,1990,,$86.5M,1,86.5,86.5,1990
,,,LP/EP,Value,1991,1991,,$29.4M,1,29.4,29.4,1991
,,,LP/EP,Value,1992,1992,,$13.5M,1,13.5,13.5,1992
,,,LP/EP,Value,1993,1993,,$10.6M,1,10.6,10.6,1993
,,,LP/EP,Value,1994,1994,,$17.8M,1,17.8,17.8,1994
,,,LP/EP,Value,1995,1995,,$25.1M,1,25.1,25.1,1995
,,,LP/EP,Value,1996,1996,,$36.8M,1,36.8,36.8,1996
,,,LP/EP,Value,1997,1997,,$33.3M,1,33.3,33.3,1997
,,,LP/EP,Value,1998,1998,,$34.0M,1,34,34,1998
,,,LP/EP,Value,1999,1999,,$31.8M,1,31.8,31.8,1999
,,,LP/EP,Value,2000,2000,,$27.7M,1,27.7,27.7,2000
,,,LP/EP,Value,2001,2001,,$27.4M,1,27.4,27.4,2001
,,,LP/EP,Value,2002,2002,,$20.5M,1,20.5,20.5,2002
,,,LP/EP,Value,2003,2003,,$21.7M,1,21.7,21.7,2003
,,,LP/EP,Value,2004,2004,,$19.3M,1,19.3,19.3,2004
,,,LP/EP,Value,2005,2005,,$14.2M,1,14.2,14.2,2005
,,,LP/EP,Value,2006,2006,,$15.7M,1,15.7,15.7,2006
,,,LP/EP,Value,2007,2007,,$22.9M,1,22.9,22.9,2007
,,,LP/EP,Value,2008,2008,,$56.7M,1,56.7,56.7,2008
,,,LP/EP,Value,2009,2009,,$63.8M,1,63.8,63.8,2009
,,,LP/EP,Value,2010,2010,,$88.9M,1,88.9,88.9,2010
,,,LP/EP,Value,2011,2011,,$119.4M,1,119.4,119.4,2011
,,,LP/EP,Value,2012,2012,,$160.7M,1,160.723058291,160.723058291,2012
,,,LP/EP,Value,2013,2013,,$210.7M,1,210.739051034,210.739051034,2013
,,,LP/EP,Value,2014,2014,,$243.8M,1,243.84684834,243.84684834,2014
,,,LP/EP,Value,2015,2015,,$333.4M,1,333.379793112,333.379793112,2015
,,,LP/EP,Value,2016,2016,,$355.4M,1,355.430890954,355.430890954,2016
,,,LP/EP,Value,2017,2017,,$388.5M,1,388.511108168,388.511108168,2017
,,,LP/EP,Value,2018,2018,,$419.2M,1,419.223946961,419.223946961,2018
,,,LP/EP,Value,2019,2019,,$497.6M,1,497.588920842,497.588920842,2019
,,,Limited Tier Paid Subscription,Value,1973,1973,,,1,,,1973
,,,Limited Tier Paid Subscription,Value,1974,1974,,,1,,,1974
,,,Limited Tier Paid Subscription,Value,1975,1975,,,1,,,1975
,,,Limited Tier Paid Subscription,Value,1976,1976,,,1,,,1976
,,,Limited Tier Paid Subscription,Value,1977,1977,,,1,,,1977
,,,Limited Tier Paid Subscription,Value,1978,1978,,,1,,,1978
,,,Limited Tier Paid Subscription,Value,1979,1979,,,1,,,1979
,,,Limited Tier Paid Subscription,Value,1980,1980,,,1,,,1980
,,,Limited Tier Paid Subscription,Value,1981,1981,,,1,,,1981
,,,Limited Tier Paid Subscription,Value,1982,1982,,,1,,,1982
,,,Limited Tier Paid Subscription,Value,1983,1983,,,1,,,1983
,,,Limited Tier Paid Subscription,Value,1984,1984,,,1,,,1984
,,,Limited Tier Paid Subscription,Value,1985,1985,,,1,,,1985
,,,Limited Tier Paid Subscription,Value,1986,1986,,,1,,,1986
,,,Limited Tier Paid Subscription,Value,1987,1987,,,1,,,1987
,,,Limited Tier Paid Subscription,Value,1988,1988,,,1,,,1988
,,,Limited Tier Paid Subscription,Value,1989,1989,,,1,,,1989
,,,Limited Tier Paid Subscription,Value,1990,1990,,,1,,,1990
,,,Limited Tier Paid Subscription,Value,1991,1991,,,1,,,1991
,,,Limited Tier Paid Subscription,Value,1992,1992,,,1,,,1992
,,,Limited Tier Paid Subscription,Value,1993,1993,,,1,,,1993
,,,Limited Tier Paid Subscription,Value,1994,1994,,,1,,,1994
,,,Limited Tier Paid Subscription,Value,1995,1995,,,1,,,1995
,,,Limited Tier Paid Subscription,Value,1996,1996,,,1,,,1996
,,,Limited Tier Paid Subscription,Value,1997,1997,,,1,,,1997
,,,Limited Tier Paid Subscription,Value,1998,1998,,,1,,,1998
,,,Limited Tier Paid Subscription,Value,1999,1999,,,1,,,1999
,,,Limited Tier Paid Subscription,Value,2000,2000,,,1,,,2000
,,,Limited Tier Paid Subscription,Value,2001,2001,,,1,,,2001
,,,Limited Tier Paid Subscription,Value,2002,2002,,,1,,,2002
,,,Limited Tier Paid Subscription,Value,2003,2003,,,1,,,2003
,,,Limited Tier Paid Subscription,Value,2004,2004,,,1,,,2004
,,,Limited Tier Paid Subscription,Value,2005,2005,,,1,,,2005
,,,Limited Tier Paid Subscription,Value,2006,2006,,,1,,,2006
,,,Limited Tier Paid Subscription,Value,2007,2007,,,1,,,2007
,,,Limited Tier Paid Subscription,Value,2008,2008,,,1,,,2008
,,,Limited Tier Paid Subscription,Value,2009,2009,,,1,,,2009
,,,Limited Tier Paid Subscription,Value,2010,2010,,,1,,,2010
,,,Limited Tier Paid Subscription,Value,2011,2011,,,1,,,2011
,,,Limited Tier Paid Subscription,Value,2012,2012,,,1,,,2012
,,,Limited Tier Paid Subscription,Value,2013,2013,,,1,,,2013
,,,Limited Tier Paid Subscription,Value,2014,2014,,,1,,,2014
,,,Limited Tier Paid Subscription,Value,2015,2015,,,1,,,2015
,,,Limited Tier Paid Subscription,Value,2016,2016,,$263.4M,1,263.363685193,263.363685193,2016
,,,Limited Tier Paid Subscription,Value,2017,2017,,$591.6M,1,591.601097499,591.601097499,2017
,,,Limited Tier Paid Subscription,Value,2018,2018,,$747.1M,1,747.054906158,747.054906158,2018
,,,Limited Tier Paid Subscription,Value,2019,2019,,$829.5M,1,829.498739675,829.498739675,2019
,,,Music Video (Physical),Value,1973,1973,,,1,,,1973
,,,Music Video (Physical),Value,1974,1974,,,1,,,1974
,,,Music Video (Physical),Value,1975,1975,,,1,,,1975
,,,Music Video (Physical),Value,1976,1976,,,1,,,1976
,,,Music Video (Physical),Value,1977,1977,,,1,,,1977
,,,Music Video (Physical),Value,1978,1978,,,1,,,1978
,,,Music Video (Physical),Value,1979,1979,,,1,,,1979
,,,Music Video (Physical),Value,1980,1980,,,1,,,1980
,,,Music Video (Physical),Value,1981,1981,,,1,,,1981
,,,Music Video (Physical),Value,1982,1982,,,1,,,1982
,,,Music Video (Physical),Value,1983,1983,,,1,,,1983
,,,Music Video (Physical),Value,1984,1984,,,1,,,1984
,,,Music Video (Physical),Value,1985,1985,,,1,,,1985
,,,Music Video (Physical),Value,1986,1986,,,1,,,1986
,,,Music Video (Physical),Value,1987,1987,,,1,,,1987
,,,Music Video (Physical),Value,1988,1988,,,1,,,1988
,,,Music Video (Physical),Value,1989,1989,,$115.4M,1,115.4,115.4,1989
,,,Music Video (Physical),Value,1990,1990,,$172.3M,1,172.3,172.3,1990
,,,Music Video (Physical),Value,1991,1991,,$118.1M,1,118.1,118.1,1991
,,,Music Video (Physical),Value,1992,1992,,$157.4M,1,157.4,157.4,1992
,,,Music Video (Physical),Value,1993,1993,,$213.3M,1,213.3,213.3,1993
,,,Music Video (Physical),Value,1994,1994,,$231.1M,1,231.1,231.1,1994
,,,Music Video (Physical),Value,1995,1995,,$220.3M,1,220.3,220.3,1995
,,,Music Video (Physical),Value,1996,1996,,$236.1M,1,236.1,236.1,1996
,,,Music Video (Physical),Value,1997,1997,,$323.9M,1,323.9,323.9,1997
,,,Music Video (Physical),Value,1998,1998,,$508.0M,1,508,508,1998
,,,Music Video (Physical),Value,1999,1999,,$376.7M,1,376.7,376.7,1999
,,,Music Video (Physical),Value,2000,2000,,$281.9M,1,281.9,281.9,2000
,,,Music Video (Physical),Value,2001,2001,,$329.2M,1,329.2,329.2,2001
,,,Music Video (Physical),Value,2002,2002,,$288.4M,1,288.4,288.4,2002
,,,Music Video (Physical),Value,2003,2003,,$399.9M,1,399.9,399.9,2003
,,,Music Video (Physical),Value,2004,2004,,$607.2M,1,607.2,607.2,2004
,,,Music Video (Physical),Value,2005,2005,,$602.2M,1,602.2,602.2,2005
,,,Music Video (Physical),Value,2006,2006,,$451.1M,1,451.1,451.1,2006
,,,Music Video (Physical),Value,2007,2007,,$484.9M,1,484.9,484.9,2007
,,,Music Video (Physical),Value,2008,2008,,$227.3M,1,227.3,227.3,2008
,,,Music Video (Physical),Value,2009,2009,,$209.6M,1,209.6,209.6,2009
,,,Music Video (Physical),Value,2010,2010,,$177.6M,1,177.6,177.6,2010
,,,Music Video (Physical),Value,2011,2011,,$151.0M,1,151,151,2011
,,,Music Video (Physical),Value,2012,2012,,$116.6M,1,116.613654602,116.613654602,2012
,,,Music Video (Physical),Value,2013,2013,,$106.3M,1,106.283137789,106.283137789,2013
,,,Music Video (Physical),Value,2014,2014,,$89.7M,1,89.705579875,89.705579875,2014
,,,Music Video (Physical),Value,2015,2015,,$70.4M,1,70.434363958,70.434363958,2015
,,,Music Video (Physical),Value,2016,2016,,$56.9M,1,56.922902813,56.922902813,2016
,,,Music Video (Physical),Value,2017,2017,,$38.6M,1,38.619446998,38.619446998,2017
,,,Music Video (Physical),Value,2018,2018,,$27.6M,1,27.561260298,27.561260298,2018
,,,Music Video (Physical),Value,2019,2019,,$27.7M,1,27.705246783,27.705246783,2019
,,,On-Demand Streaming (Ad-Supported),Value,1973,1973,,,1,,,1973
,,,On-Demand Streaming (Ad-Supported),Value,1974,1974,,,1,,,1974
,,,On-Demand Streaming (Ad-Supported),Value,1975,1975,,,1,,,1975
,,,On-Demand Streaming (Ad-Supported),Value,1976,1976,,,1,,,1976
,,,On-Demand Streaming (Ad-Supported),Value,1977,1977,,,1,,,1977
,,,On-Demand Streaming (Ad-Supported),Value,1978,1978,,,1,,,1978
,,,On-Demand Streaming (Ad-Supported),Value,1979,1979,,,1,,,1979
,,,On-Demand Streaming (Ad-Supported),Value,1980,1980,,,1,,,1980
,,,On-Demand Streaming (Ad-Supported),Value,1981,1981,,,1,,,1981
,,,On-Demand Streaming (Ad-Supported),Value,1982,1982,,,1,,,1982
,,,On-Demand Streaming (Ad-Supported),Value,1983,1983,,,1,,,1983
,,,On-Demand Streaming (Ad-Supported),Value,1984,1984,,,1,,,1984
,,,On-Demand Streaming (Ad-Supported),Value,1985,1985,,,1,,,1985
,,,On-Demand Streaming (Ad-Supported),Value,1986,1986,,,1,,,1986
,,,On-Demand Streaming (Ad-Supported),Value,1987,1987,,,1,,,1987
,,,On-Demand Streaming (Ad-Supported),Value,1988,1988,,,1,,,1988
,,,On-Demand Streaming (Ad-Supported),Value,1989,1989,,,1,,,1989
,,,On-Demand Streaming (Ad-Supported),Value,1990,1990,,,1,,,1990
,,,On-Demand Streaming (Ad-Supported),Value,1991,1991,,,1,,,1991
,,,On-Demand Streaming (Ad-Supported),Value,1992,1992,,,1,,,1992
,,,On-Demand Streaming (Ad-Supported),Value,1993,1993,,,1,,,1993
,,,On-Demand Streaming (Ad-Supported),Value,1994,1994,,,1,,,1994
,,,On-Demand Streaming (Ad-Supported),Value,1995,1995,,,1,,,1995
,,,On-Demand Streaming (Ad-Supported),Value,1996,1996,,,1,,,1996
,,,On-Demand Streaming (Ad-Supported),Value,1997,1997,,,1,,,1997
,,,On-Demand Streaming (Ad-Supported),Value,1998,1998,,,1,,,1998
,,,On-Demand Streaming (Ad-Supported),Value,1999,1999,,,1,,,1999
,,,On-Demand Streaming (Ad-Supported),Value,2000,2000,,,1,,,2000
,,,On-Demand Streaming (Ad-Supported),Value,2001,2001,,,1,,,2001
,,,On-Demand Streaming (Ad-Supported),Value,2002,2002,,,1,,,2002
,,,On-Demand Streaming (Ad-Supported),Value,2003,2003,,,1,,,2003
,,,On-Demand Streaming (Ad-Supported),Value,2004,2004,,,1,,,2004
,,,On-Demand Streaming (Ad-Supported),Value,2005,2005,,,1,,,2005
,,,On-Demand Streaming (Ad-Supported),Value,2006,2006,,,1,,,2006
,,,On-Demand Streaming (Ad-Supported),Value,2007,2007,,,1,,,2007
,,,On-Demand Streaming (Ad-Supported),Value,2008,2008,,,1,,,2008
,,,On-Demand Streaming (Ad-Supported),Value,2009,2009,,,1,,,2009
,,,On-Demand Streaming (Ad-Supported),Value,2010,2010,,,1,,,2010
,,,On-Demand Streaming (Ad-Supported),Value,2011,2011,,$113.8M,1,113.8,113.8,2011
,,,On-Demand Streaming (Ad-Supported),Value,2012,2012,,$170.9M,1,170.935408437,170.935408437,2012
,,,On-Demand Streaming (Ad-Supported),Value,2013,2013,,$220.9M,1,220.873544491,220.873544491,2013
,,,On-Demand Streaming (Ad-Supported),Value,2014,2014,,$283.8M,1,283.793409371,283.793409371,2014
,,,On-Demand Streaming (Ad-Supported),Value,2015,2015,,$372.0M,1,371.990396399,371.990396399,2015
,,,On-Demand Streaming (Ad-Supported),Value,2016,2016,,$489.4M,1,489.377607589,489.377607589,2016
,,,On-Demand Streaming (Ad-Supported),Value,2017,2017,,$658.6M,1,658.6064926,658.6064926,2017
,,,On-Demand Streaming (Ad-Supported),Value,2018,2018,,$759.5M,1,759.532368153,759.532368153,2018
,,,On-Demand Streaming (Ad-Supported),Value,2019,2019,,$908.1M,1,908.149330523,908.149330523,2019
,,,Other Ad-Supported Streaming,Value,1973,1973,,,1,,,1973
,,,Other Ad-Supported Streaming,Value,1974,1974,,,1,,,1974
,,,Other Ad-Supported Streaming,Value,1975,1975,,,1,,,1975
,,,Other Ad-Supported Streaming,Value,1976,1976,,,1,,,1976
,,,Other Ad-Supported Streaming,Value,1977,1977,,,1,,,1977
,,,Other Ad-Supported Streaming,Value,1978,1978,,,1,,,1978
,,,Other Ad-Supported Streaming,Value,1979,1979,,,1,,,1979
,,,Other Ad-Supported Streaming,Value,1980,1980,,,1,,,1980
,,,Other Ad-Supported Streaming,Value,1981,1981,,,1,,,1981
,,,Other Ad-Supported Streaming,Value,1982,1982,,,1,,,1982
,,,Other Ad-Supported Streaming,Value,1983,1983,,,1,,,1983
,,,Other Ad-Supported Streaming,Value,1984,1984,,,1,,,1984
,,,Other Ad-Supported Streaming,Value,1985,1985,,,1,,,1985
,,,Other Ad-Supported Streaming,Value,1986,1986,,,1,,,1986
,,,Other Ad-Supported Streaming,Value,1987,1987,,,1,,,1987
,,,Other Ad-Supported Streaming,Value,1988,1988,,,1,,,1988
,,,Other Ad-Supported Streaming,Value,1989,1989,,,1,,,1989
,,,Other Ad-Supported Streaming,Value,1990,1990,,,1,,,1990
,,,Other Ad-Supported Streaming,Value,1991,1991,,,1,,,1991
,,,Other Ad-Supported Streaming,Value,1992,1992,,,1,,,1992
,,,Other Ad-Supported Streaming,Value,1993,1993,,,1,,,1993
,,,Other Ad-Supported Streaming,Value,1994,1994,,,1,,,1994
,,,Other Ad-Supported Streaming,Value,1995,1995,,,1,,,1995
,,,Other Ad-Supported Streaming,Value,1996,1996,,,1,,,1996
,,,Other Ad-Supported Streaming,Value,1997,1997,,,1,,,1997
,,,Other Ad-Supported Streaming,Value,1998,1998,,,1,,,1998
,,,Other Ad-Supported Streaming,Value,1999,1999,,,1,,,1999
,,,Other Ad-Supported Streaming,Value,2000,2000,,,1,,,2000
,,,Other Ad-Supported Streaming,Value,2001,2001,,,1,,,2001
,,,Other Ad-Supported Streaming,Value,2002,2002,,,1,,,2002
,,,Other Ad-Supported Streaming,Value,2003,2003,,,1,,,2003
,,,Other Ad-Supported Streaming,Value,2004,2004,,,1,,,2004
,,,Other Ad-Supported Streaming,Value,2005,2005,,,1,,,2005
,,,Other Ad-Supported Streaming,Value,2006,2006,,,1,,,2006
,,,Other Ad-Supported Streaming,Value,2007,2007,,,1,,,2007
,,,Other Ad-Supported Streaming,Value,2008,2008,,,1,,,2008
,,,Other Ad-Supported Streaming,Value,2009,2009,,,1,,,2009
,,,Other Ad-Supported Streaming,Value,2010,2010,,,1,,,2010
,,,Other Ad-Supported Streaming,Value,2011,2011,,,1,,,2011
,,,Other Ad-Supported Streaming,Value,2012,2012,,,1,,,2012
,,,Other Ad-Supported Streaming,Value,2013,2013,,,1,,,2013
,,,Other Ad-Supported Streaming,Value,2014,2014,,,1,,,2014
,,,Other Ad-Supported Streaming,Value,2015,2015,,,1,,,2015
,,,Other Ad-Supported Streaming,Value,2016,2016,,$81.3M,1,81.260865617,81.260865617,2016
,,,Other Ad-Supported Streaming,Value,2017,2017,,$261.8M,1,261.786858952,261.786858952,2017
,,,Other Ad-Supported Streaming,Value,2018,2018,,$251.4M,1,251.411918813,251.411918813,2018
,,,Other Ad-Supported Streaming,Value,2019,2019,,$251.1M,1,251.064710118,251.064710118,2019
,,,Other Digital,Value,1973,1973,,,1,,,1973
,,,Other Digital,Value,1974,1974,,,1,,,1974
,,,Other Digital,Value,1975,1975,,,1,,,1975
,,,Other Digital,Value,1976,1976,,,1,,,1976
,,,Other Digital,Value,1977,1977,,,1,,,1977
,,,Other Digital,Value,1978,1978,,,1,,,1978
,,,Other Digital,Value,1979,1979,,,1,,,1979
,,,Other Digital,Value,1980,1980,,,1,,,1980
,,,Other Digital,Value,1981,1981,,,1,,,1981
,,,Other Digital,Value,1982,1982,,,1,,,1982
,,,Other Digital,Value,1983,1983,,,1,,,1983
,,,Other Digital,Value,1984,1984,,,1,,,1984
,,,Other Digital,Value,1985,1985,,,1,,,1985
,,,Other Digital,Value,1986,1986,,,1,,,1986
,,,Other Digital,Value,1987,1987,,,1,,,1987
,,,Other Digital,Value,1988,1988,,,1,,,1988
,,,Other Digital,Value,1989,1989,,,1,,,1989
,,,Other Digital,Value,1990,1990,,,1,,,1990
,,,Other Digital,Value,1991,1991,,,1,,,1991
,,,Other Digital,Value,1992,1992,,,1,,,1992
,,,Other Digital,Value,1993,1993,,,1,,,1993
,,,Other Digital,Value,1994,1994,,,1,,,1994
,,,Other Digital,Value,1995,1995,,,1,,,1995
,,,Other Digital,Value,1996,1996,,,1,,,1996
,,,Other Digital,Value,1997,1997,,,1,,,1997
,,,Other Digital,Value,1998,1998,,,1,,,1998
,,,Other Digital,Value,1999,1999,,,1,,,1999
,,,Other Digital,Value,2000,2000,,,1,,,2000
,,,Other Digital,Value,2001,2001,,,1,,,2001
,,,Other Digital,Value,2002,2002,,,1,,,2002
,,,Other Digital,Value,2003,2003,,,1,,,2003
,,,Other Digital,Value,2004,2004,,,1,,,2004
,,,Other Digital,Value,2005,2005,,,1,,,2005
,,,Other Digital,Value,2006,2006,,,1,,,2006
,,,Other Digital,Value,2007,2007,,,1,,,2007
,,,Other Digital,Value,2008,2008,,,1,,,2008
,,,Other Digital,Value,2009,2009,,,1,,,2009
,,,Other Digital,Value,2010,2010,,,1,,,2010
,,,Other Digital,Value,2011,2011,,,1,,,2011
,,,Other Digital,Value,2012,2012,,,1,,,2012
,,,Other Digital,Value,2013,2013,,,1,,,2013
,,,Other Digital,Value,2014,2014,,,1,,,2014
,,,Other Digital,Value,2015,2015,,,1,,,2015
,,,Other Digital,Value,2016,2016,,$17.1M,1,17.141662871,17.141662871,2016
,,,Other Digital,Value,2017,2017,,$16.9M,1,16.885109868,16.885109868,2017
,,,Other Digital,Value,2018,2018,,$19.8M,1,19.839574865,19.839574865,2018
,,,Other Digital,Value,2019,2019,,$21.5M,1,21.517175006,21.517175006,2019
,,,Other Tapes,Value,1973,1973,,$15.6M,1,15.6,15.6,1973
,,,Other Tapes,Value,1974,1974,,$13.3M,1,13.3,13.3,1974
,,,Other Tapes,Value,1975,1975,,$10.2M,1,10.2,10.2,1975
,,,Other Tapes,Value,1976,1976,,$5.1M,1,5.1,5.1,1976
,,,Other Tapes,Value,1977,1977,,,1,,,1977
,,,Other Tapes,Value,1978,1978,,,1,,,1978
,,,Other Tapes,Value,1979,1979,,,1,,,1979
,,,Other Tapes,Value,1980,1980,,,1,,,1980
,,,Other Tapes,Value,1981,1981,,,1,,,1981
,,,Other Tapes,Value,1982,1982,,,1,,,1982
,,,Other Tapes,Value,1983,1983,,,1,,,1983
,,,Other Tapes,Value,1984,1984,,,1,,,1984
,,,Other Tapes,Value,1985,1985,,,1,,,1985
,,,Other Tapes,Value,1986,1986,,,1,,,1986
,,,Other Tapes,Value,1987,1987,,,1,,,1987
,,,Other Tapes,Value,1988,1988,,,1,,,1988
,,,Other Tapes,Value,1989,1989,,,1,,,1989
,,,Other Tapes,Value,1990,1990,,,1,,,1990
,,,Other Tapes,Value,1991,1991,,,1,,,1991
,,,Other Tapes,Value,1992,1992,,,1,,,1992
,,,Other Tapes,Value,1993,1993,,,1,,,1993
,,,Other Tapes,Value,1994,1994,,,1,,,1994
,,,Other Tapes,Value,1995,1995,,,1,,,1995
,,,Other Tapes,Value,1996,1996,,,1,,,1996
,,,Other Tapes,Value,1997,1997,,,1,,,1997
,,,Other Tapes,Value,1998,1998,,,1,,,1998
,,,Other Tapes,Value,1999,1999,,,1,,,1999
,,,Other Tapes,Value,2000,2000,,,1,,,2000
,,,Other Tapes,Value,2001,2001,,,1,,,2001
,,,Other Tapes,Value,2002,2002,,,1,,,2002
,,,Other Tapes,Value,2003,2003,,,1,,,2003
,,,Other Tapes,Value,2004,2004,,,1,,,2004
,,,Other Tapes,Value,2005,2005,,,1,,,2005
,,,Other Tapes,Value,2006,2006,,,1,,,2006
,,,Other Tapes,Value,2007,2007,,,1,,,2007
,,,Other Tapes,Value,2008,2008,,,1,,,2008
,,,Other Tapes,Value,2009,2009,,,1,,,2009
,,,Other Tapes,Value,2010,2010,,,1,,,2010
,,,Other Tapes,Value,2011,2011,,,1,,,2011
,,,Other Tapes,Value,2012,2012,,,1,,,2012
,,,Other Tapes,Value,2013,2013,,,1,,,2013
,,,Other Tapes,Value,2014,2014,,,1,,,2014
,,,Other Tapes,Value,2015,2015,,,1,,,2015
,,,Other Tapes,Value,2016,2016,,,1,,,2016
,,,Other Tapes,Value,2017,2017,,,1,,,2017
,,,Other Tapes,Value,2018,2018,,,1,,,2018
,,,Other Tapes,Value,2019,2019,,,1,,,2019
,,,Paid Subscription,Value,1973,1973,,,1,,,1973
,,,Paid Subscription,Value,1974,1974,,,1,,,1974
,,,Paid Subscription,Value,1975,1975,,,1,,,1975
,,,Paid Subscription,Value,1976,1976,,,1,,,1976
,,,Paid Subscription,Value,1977,1977,,,1,,,1977
,,,Paid Subscription,Value,1978,1978,,,1,,,1978
,,,Paid Subscription,Value,1979,1979,,,1,,,1979
,,,Paid Subscription,Value,1980,1980,,,1,,,1980
,,,Paid Subscription,Value,1981,1981,,,1,,,1981
,,,Paid Subscription,Value,1982,1982,,,1,,,1982
,,,Paid Subscription,Value,1983,1983,,,1,,,1983
,,,Paid Subscription,Value,1984,1984,,,1,,,1984
,,,Paid Subscription,Value,1985,1985,,,1,,,1985
,,,Paid Subscription,Value,1986,1986,,,1,,,1986
,,,Paid Subscription,Value,1987,1987,,,1,,,1987
,,,Paid Subscription,Value,1988,1988,,,1,,,1988
,,,Paid Subscription,Value,1989,1989,,,1,,,1989
,,,Paid Subscription,Value,1990,1990,,,1,,,1990
,,,Paid Subscription,Value,1991,1991,,,1,,,1991
,,,Paid Subscription,Value,1992,1992,,,1,,,1992
,,,Paid Subscription,Value,1993,1993,,,1,,,1993
,,,Paid Subscription,Value,1994,1994,,,1,,,1994
,,,Paid Subscription,Value,1995,1995,,,1,,,1995
,,,Paid Subscription,Value,1996,1996,,,1,,,1996
,,,Paid Subscription,Value,1997,1997,,,1,,,1997
,,,Paid Subscription,Value,1998,1998,,,1,,,1998
,,,Paid Subscription,Value,1999,1999,,,1,,,1999
,,,Paid Subscription,Value,2000,2000,,,1,,,2000
,,,Paid Subscription,Value,2001,2001,,,1,,,2001
,,,Paid Subscription,Value,2002,2002,,,1,,,2002
,,,Paid Subscription,Value,2003,2003,,,1,,,2003
,,,Paid Subscription,Value,2004,2004,,,1,,,2004
,,,Paid Subscription,Value,2005,2005,,$149.2M,1,149.2,149.2,2005
,,,Paid Subscription,Value,2006,2006,,$206.2M,1,206.2,206.2,2006
,,,Paid Subscription,Value,2007,2007,,$234.0M,1,234,234,2007
,,,Paid Subscription,Value,2008,2008,,$221.4M,1,221.4,221.4,2008
,,,Paid Subscription,Value,2009,2009,,$206.2M,1,206.2,206.2,2009
,,,Paid Subscription,Value,2010,2010,,$212.4M,1,212.4,212.4,2010
